,wind10
0,11.746811866760254
1,11.859399795532227
2,12.098261833190918
3,12.850813865661621
4,13.06810188293457
5,14.186361312866211
6,14.97733211517334
7,14.14944076538086
8,13.933723449707031
9,15.108654022216797
10,13.282430648803711
11,12.796180725097656
12,13.437768936157227
13,14.538043975830078
14,13.880949974060059
15,14.318933486938477
16,15.174442291259766
17,15.494758605957031
18,15.610641479492188
19,15.574700355529785
20,16.190322875976562
21,16.922473907470703
22,16.956480026245117
23,17.33660125732422
24,16.089075088500977
25,16.010534286499023
26,17.21552276611328
27,19.339115142822266
28,19.105300903320312
29,19.193645477294922
30,18.869089126586914
31,19.464094161987305
32,20.394136428833008
33,21.27385711669922
34,21.40390396118164
35,21.095680236816406
36,22.591781616210938
37,20.896055221557617
38,16.607013702392578
39,15.879081726074219
40,16.039295196533203
41,16.793657302856445
42,17.5343074798584
43,16.696762084960938
44,15.479348182678223
45,16.32721519470215
46,14.802602767944336
47,14.777281761169434
48,14.383668899536133
49,15.848331451416016
50,14.160767555236816
51,14.489855766296387
52,14.43868350982666
53,15.100775718688965
54,14.692503929138184
55,16.160337448120117
56,13.934335708618164
57,14.122525215148926
58,15.517120361328125
59,16.690954208374023
60,15.487314224243164
61,14.107861518859863
62,16.066638946533203
63,14.855986595153809
64,14.542190551757812
65,14.034615516662598
66,11.087158203125
67,11.321304321289062
68,10.446694374084473
69,9.982030868530273
70,9.12706470489502
71,9.603644371032715
72,9.732284545898438
73,8.992279052734375
74,8.085043907165527
75,7.498824596405029
76,7.215686798095703
77,7.237648010253906
78,8.649275779724121
79,8.120318412780762
80,9.223978996276855
81,9.409828186035156
82,9.822713851928711
