,w10max
0,18.403154373168945
1,19.406597137451172
2,21.013830184936523
3,22.17182159423828
4,20.73250389099121
5,21.875097274780273
6,23.071208953857422
7,23.40502166748047
8,21.819602966308594
9,21.667461395263672
10,19.893291473388672
11,20.235563278198242
12,21.05774688720703
13,20.791648864746094
14,18.410160064697266
15,17.99950408935547
16,18.209321975708008
17,17.443511962890625
18,17.630300521850586
19,17.92613410949707
20,19.205570220947266
21,19.556724548339844
22,19.267581939697266
23,19.08367919921875
24,17.520856857299805
25,17.20923614501953
26,17.18901252746582
27,16.38641929626465
28,15.59868335723877
29,14.9552001953125
30,13.804737091064453
