time,latitude,longitude
2018-11-10:03.00.00,11.7,92.5
2018-11-10:06.00.00,12,92
2018-11-10:09.00.00,12.3137,91.4001
2018-11-10:12.00.00,12.66,90.68
2018-11-10:15.00.00,12.8999,90.1891
2018-11-10:18.00.00,13.0857,89.8143
2018-11-10:21.00.00,13.2426,89.5074
2018-11-11:00.00.00,13.35,89.2
2018-11-11:03.00.00,13.4399,88.8401
2018-11-11:06.00.00,13.45,88.45
2018-11-11:09.00.00,13.3901,88.0311
2018-11-11:12.00.00,13.3,87.7
2018-11-11:15.00.00,13.2249,87.4588
2018-11-11:18.00.00,13.1,87.3
2018-11-11:21.00.00,13.0712,87.2063
2018-11-12:00.00.00,12.9,87.2
2018-11-12:03.00.00,12.7163,87.2213
2018-11-12:06.00.00,12.6,87.25
2018-11-12:09.00.00,12.7237,87.3187
2018-11-12:12.00.00,12.75,87.55
2018-11-12:15.00.00,13.0287,87.6225
2018-11-12:18.00.00,13.3,87.55
2018-11-12:21.00.00,13.4475,87.3688
2018-11-13:00.00.00,13.55,87.2
2018-11-13:03.00.00,13.6013,86.9749
2018-11-13:06.00.00,13.65,86.55
2018-11-13:09.00.00,13.5537,86.335
2018-11-13:12.00.00,13.5,86.05
2018-11-13:15.00.00,13.3537,85.875
2018-11-13:18.00.00,13.3,85.7
2018-11-13:21.00.00,13.1788,85.55
2018-11-14:00.00.00,13.1,85.35
2018-11-14:03.00.00,12.9825,85.1826
2018-11-14:06.00.00,12.8,84.95
2018-11-14:09.00.00,12.575,84.7112
2018-11-14:12.00.00,12.35,84.35
2018-11-14:15.00.00,12.1712,84.2076
2018-11-14:18.00.00,12,83.85
2018-11-14:21.00.00,11.8,83.4575
2018-11-15:00.00.00,11.55,83.15
2018-11-15:03.00.00,11.3749,82.6613
2018-11-15:06.00.00,11.25,82.15
2018-11-15:09.00.00,11.05,81.6325
2018-11-15:12.00.00,10.85,81.2
2018-11-15:15.00.00,10.6637,80.7
2018-11-15:18.00.00,10.55,80.25
2018-11-15:21.00.00,10.4674,79.69
2018-11-16:00.00.00,10.45,79.15
2018-11-16:03.00.00,10.4362,78.4651
2018-11-16:06.00.00,10.45,77.65
2018-11-16:09.00.00,10.2813,76.9257
2018-11-16:12.00.00,10.05,76.3
2018-11-16:15.00.00,9.90229,75.7563
2018-11-16:18.00.00,9.8,75.25
2018-11-16:21.00.00,9.72264,74.7143
2018-11-17:00.00.00,9.7,74.15
2018-11-17:03.00.00,9.73875,73.5388
2018-11-17:06.00.00,9.8,73
2018-11-17:09.00.00,9.86273,72.4078
2018-11-17:12.00.00,9.95,71.8
2018-11-17:15.00.00,10.0712,71.2275
2018-11-17:18.00.00,10.2,70.7
2018-11-17:21.00.00,10.3112,70.2105
2018-11-18:00.00.00,10.4,69.8
2018-11-18:03.00.00,10.4575,69.4675
2018-11-18:06.00.00,10.5,69.05
2018-11-18:09.00.00,10.5532,68.7517
2018-11-18:12.00.00,10.6,68.45
2018-11-18:15.00.00,10.6251,67.9937
2018-11-18:18.00.00,10.65,67.5
2018-11-18:21.00.00,10.6966,67.0525
2018-11-19:00.00.00,10.7857,66.6429
2018-11-19:03.00.00,10.9,66.3008
2018-11-19:06.00.00,11.025,65.825
2018-11-19:09.00.00,11.2261,65.3608
2018-11-19:12.00.00,11.2,65
